Code,Name,Fixable,Preview,Linter
S612,logging-config-insecure-listen,No,False,flake8-bandit
S701,jinja2-autoescape-false,No,False,flake8-bandit
S702,mako-templates,No,False,flake8-bandit
SIM101,duplicate-isinstance-call,Sometimes,False,flake8-simplify
SIM102,collapsible-if,Sometimes,False,flake8-simplify
SIM103,needless-bool,Sometimes,False,flake8-simplify
SIM105,suppressible-exception,Sometimes,False,flake8-simplify
SIM107,return-in-try-except-finally,No,False,flake8-simplify
SIM108,if-else-block-instead-of-if-exp,Sometimes,False,flake8-simplify
SIM109,compare-with-tuple,Always,False,flake8-simplify
SIM110,reimplemented-builtin,Sometimes,False,flake8-simplify
SIM112,uncapitalized-environment-variables,Sometimes,False,flake8-simplify
SIM113,enumerate-for-loop,No,False,flake8-simplify
SIM114,if-with-same-arms,Sometimes,False,flake8-simplify
SIM115,open-file-with-context-handler,No,False,flake8-simplify
SIM116,if-else-block-instead-of-dict-lookup,No,False,flake8-simplify
SIM117,multiple-with-statements,Sometimes,False,flake8-simplify
SIM118,in-dict-keys,Always,False,flake8-simplify
SIM201,negate-equal-op,Always,False,flake8-simplify
SIM202,negate-not-equal-op,Always,False,flake8-simplify
SIM208,double-negation,Always,False,flake8-simplify
SIM210,if-expr-with-true-false,Sometimes,False,flake8-simplify
SIM211,if-expr-with-false-true,Always,False,flake8-simplify
SIM212,if-expr-with-twisted-arms,Always,False,flake8-simplify
SIM220,expr-and-not-expr,Always,False,flake8-simplify
SIM221,expr-or-not-expr,Always,False,flake8-simplify
SIM222,expr-or-true,Always,False,flake8-simplify
SIM223,expr-and-false,Always,False,flake8-simplify
SIM300,yoda-conditions,Sometimes,False,flake8-simplify
SIM401,if-else-block-instead-of-dict-get,Sometimes,False,flake8-simplify
SIM910,dict-get-with-none-default,Always,False,flake8-simplify
SIM911,zip-dict-keys-and-values,Always,False,flake8-simplify
SLF001,private-member-access,No,False,flake8-self
SLOT000,no-slots-in-str-subclass,No,False,flake8-slots
SLOT001,no-slots-in-tuple-subclass,No,False,flake8-slots
SLOT002,no-slots-in-namedtuple-subclass,No,False,flake8-slots
T100,debugger,No,False,flake8-debugger
T201,print,Sometimes,False,flake8-print
T203,p-print,Sometimes,False,flake8-print
TCH001,typing-only-first-party-import,Sometimes,False,flake8-type-checking
TCH002,typing-only-third-party-import,Sometimes,False,flake8-type-checking
TCH004,runtime-import-in-type-checking-block,Sometimes,False,flake8-type-checking
TCH005,empty-type-checking-block,Always,False,flake8-type-checking
TCH010,runtime-string-union,No,False,flake8-type-checking
TD001,invalid-todo-tag,No,False,flake8-todos
TD004,missing-todo-colon,No,False,flake8-todos
TD005,missing-todo-description,No,False,flake8-todos
TD006,invalid-todo-capitalization,Always,False,flake8-todos
TD007,missing-space-after-todo-colon,No,False,flake8-todos
TID251,banned-api,No,False,flake8-tidy-imports
TID252,relative-imports,Sometimes,False,flake8-tidy-imports
TID253,banned-module-level-imports,No,False,flake8-tidy-imports
TRIO100,trio-timeout-without-await,No,False,flake8-trio
TRIO105,trio-sync-call,Sometimes,False,flake8-trio
TRIO109,trio-async-function-with-timeout,No,False,flake8-trio
TRIO110,trio-unneeded-sleep,No,False,flake8-trio
TRIO115,trio-zero-sleep-call,Always,False,flake8-trio
TRY002,raise-vanilla-class,No,False,tryceratops
TRY004,type-check-without-type-error,No,False,tryceratops
TRY200,reraise-no-cause,No,False,tryceratops
TRY201,verbose-raise,Always,False,tryceratops
TRY300,try-consider-else,No,False,tryceratops
TRY301,raise-within-try,No,False,tryceratops
TRY302,useless-try-except,No,False,tryceratops
TRY400,error-instead-of-exception,Sometimes,False,tryceratops
TRY401,verbose-log-message,No,False,tryceratops
UP001,useless-metaclass-type,Always,False,pyupgrade
UP003,type-of-primitive,Sometimes,False,pyupgrade
UP004,useless-object-inheritance,Always,False,pyupgrade
UP005,deprecated-unittest-alias,Always,False,pyupgrade
UP006,non-pep585-annotation,Sometimes,False,pyupgrade
UP007,non-pep604-annotation,Sometimes,False,pyupgrade
UP008,super-call-with-parameters,Always,False,pyupgrade
UP009,utf8-encoding-declaration,Always,False,pyupgrade
UP010,unnecessary-future-import,Always,False,pyupgrade
UP011,lru-cache-without-parameters,Always,False,pyupgrade
UP012,unnecessary-encode-utf8,Always,False,pyupgrade
UP013,convert-typed-dict-functional-to-class,Sometimes,False,pyupgrade
UP014,convert-named-tuple-functional-to-class,Sometimes,False,pyupgrade
UP015,redundant-open-modes,Always,False,pyupgrade
UP017,datetime-timezone-utc,Sometimes,False,pyupgrade
UP018,native-literals,Always,False,pyupgrade
UP019,typing-text-str-alias,Sometimes,False,pyupgrade
UP020,open-alias,Sometimes,False,pyupgrade
UP021,replace-universal-newlines,Always,False,pyupgrade
UP022,replace-stdout-stderr,Sometimes,False,pyupgrade
UP023,deprecated-c-element-tree,Always,False,pyupgrade
UP024,os-error-alias,Always,False,pyupgrade
UP025,unicode-kind-prefix,Always,False,pyupgrade
UP026,deprecated-mock-import,Always,False,pyupgrade
UP027,unpacked-list-comprehension,Always,False,pyupgrade
UP028,yield-in-for-loop,Always,False,pyupgrade
UP029,unnecessary-builtin-import,Always,False,pyupgrade
UP030,format-literals,Sometimes,False,pyupgrade
UP031,printf-string-formatting,Sometimes,False,pyupgrade
UP032,f-string,Sometimes,False,pyupgrade
UP033,lru-cache-with-maxsize-none,Always,False,pyupgrade
UP034,extraneous-parentheses,Always,False,pyupgrade
UP035,deprecated-import,Sometimes,False,pyupgrade
UP036,outdated-version-block,Sometimes,False,pyupgrade
UP037,quoted-annotation,Always,False,pyupgrade
UP038,non-pep604-isinstance,Always,False,pyupgrade
UP039,unnecessary-class-parentheses,Always,False,pyupgrade
UP040,non-pep695-type-alias,Always,False,pyupgrade
UP041,timeout-error-alias,Always,False,pyupgrade
W191,tab-indentation,No,False,pycodestyle
W291,trailing-whitespace,Always,False,pycodestyle
W292,missing-newline-at-end-of-file,Always,False,pycodestyle
W293,blank-line-with-whitespace,Always,False,pycodestyle
W505,doc-line-too-long,No,False,pycodestyle
W605,invalid-escape-sequence,Always,False,pycodestyle
YTT101,sys-version-slice3,No,False,flake8-2020
YTT102,sys-version2,No,False,flake8-2020
YTT103,sys-version-cmp-str3,No,False,flake8-2020
YTT201,sys-version-info0-eq3,No,False,flake8-2020
YTT202,six-py3,No,False,flake8-2020
YTT203,sys-version-info1-cmp-int,No,False,flake8-2020
YTT204,sys-version-info-minor-cmp-int,No,False,flake8-2020
YTT301,sys-version0,No,False,flake8-2020
YTT302,sys-version-cmp-str10,No,False,flake8-2020
YTT303,sys-version-slice1,No,False,flake8-2020
